name,class,chromosome,position_hg38,bin,source,doi
bg_1869,background,chr21,31751500,31751,uniform random atlas bin (seed 20260702),
bg_1870,background,chr21,34511500,34511,uniform random atlas bin (seed 20260702),
bg_1871,background,chr21,36149500,36149,uniform random atlas bin (seed 20260702),
bg_1872,background,chr21,36457500,36457,uniform random atlas bin (seed 20260702),
bg_1873,background,chr21,37933500,37933,uniform random atlas bin (seed 20260702),
bg_1874,background,chr21,42462500,42462,uniform random atlas bin (seed 20260702),
bg_1875,background,chr21,43581500,43581,uniform random atlas bin (seed 20260702),
bg_1876,background,chr21,45478500,45478,uniform random atlas bin (seed 20260702),
bg_1877,background,chr22,840500,840,uniform random atlas bin (seed 20260702),
bg_1878,background,chr22,887500,887,uniform random atlas bin (seed 20260702),
bg_1879,background,chr22,1260500,1260,uniform random atlas bin (seed 20260702),
bg_1880,background,chr22,2647500,2647,uniform random atlas bin (seed 20260702),
bg_1881,background,chr22,5233500,5233,uniform random atlas bin (seed 20260702),
bg_1882,background,chr22,5615500,5615,uniform random atlas bin (seed 20260702),
bg_1883,background,chr22,6232500,6232,uniform random atlas bin (seed 20260702),
bg_1884,background,chr22,6988500,6988,uniform random atlas bin (seed 20260702),
bg_1885,background,chr22,7106500,7106,uniform random atlas bin (seed 20260702),
bg_1886,background,chr22,8201500,8201,uniform random atlas bin (seed 20260702),
bg_1887,background,chr22,8658500,8658,uniform random atlas bin (seed 20260702),
bg_1888,background,chr22,9101500,9101,uniform random atlas bin (seed 20260702),
bg_1889,background,chr22,10874500,10874,uniform random atlas bin (seed 20260702),
bg_1890,background,chr22,11066500,11066,uniform random atlas bin (seed 20260702),
bg_1891,background,chr22,11765500,11765,uniform random atlas bin (seed 20260702),
bg_1892,background,chr22,12560500,12560,uniform random atlas bin (seed 20260702),
bg_1893,background,chr22,13044500,13044,uniform random atlas bin (seed 20260702),
bg_1894,background,chr22,13740500,13740,uniform random atlas bin (seed 20260702),
bg_1895,background,chr22,17806500,17806,uniform random atlas bin (seed 20260702),
bg_1896,background,chr22,19439500,19439,uniform random atlas bin (seed 20260702),
bg_1897,background,chr22,22728500,22728,uniform random atlas bin (seed 20260702),
bg_1898,background,chr22,25087500,25087,uniform random atlas bin (seed 20260702),
bg_1899,background,chr22,27578500,27578,uniform random atlas bin (seed 20260702),
bg_1900,background,chr22,28630500,28630,uniform random atlas bin (seed 20260702),
bg_1901,background,chr22,30177500,30177,uniform random atlas bin (seed 20260702),
bg_1902,background,chr22,30824500,30824,uniform random atlas bin (seed 20260702),
bg_1903,background,chr22,32803500,32803,uniform random atlas bin (seed 20260702),
bg_1904,background,chr22,35083500,35083,uniform random atlas bin (seed 20260702),
bg_1905,background,chr22,35464500,35464,uniform random atlas bin (seed 20260702),
bg_1906,background,chr22,38745500,38745,uniform random atlas bin (seed 20260702),
bg_1907,background,chr22,38903500,38903,uniform random atlas bin (seed 20260702),
bg_1908,background,chr22,44094500,44094,uniform random atlas bin (seed 20260702),
bg_1909,background,chr22,48341500,48341,uniform random atlas bin (seed 20260702),
bg_1910,background,chr22,48403500,48403,uniform random atlas bin (seed 20260702),
bg_1911,background,chr22,48858500,48858,uniform random atlas bin (seed 20260702),
bg_1912,background,chrX,1549500,1549,uniform random atlas bin (seed 20260702),
bg_1913,background,chrX,3810500,3810,uniform random atlas bin (seed 20260702),
bg_1914,background,chrX,4222500,4222,uniform random atlas bin (seed 20260702),
bg_1915,background,chrX,8891500,8891,uniform random atlas bin (seed 20260702),
bg_1916,background,chrX,10422500,10422,uniform random atlas bin (seed 20260702),
bg_1917,background,chrX,11610500,11610,uniform random atlas bin (seed 20260702),
bg_1918,background,chrX,12801500,12801,uniform random atlas bin (seed 20260702),
bg_1919,background,chrX,17609500,17609,uniform random atlas bin (seed 20260702),
bg_1920,background,chrX,18600500,18600,uniform random atlas bin (seed 20260702),
bg_1921,background,chrX,18723500,18723,uniform random atlas bin (seed 20260702),
bg_1922,background,chrX,19504500,19504,uniform random atlas bin (seed 20260702),
bg_1923,background,chrX,19598500,19598,uniform random atlas bin (seed 20260702),
bg_1924,background,chrX,20248500,20248,uniform random atlas bin (seed 20260702),
bg_1925,background,chrX,24433500,24433,uniform random atlas bin (seed 20260702),
bg_1926,background,chrX,24504500,24504,uniform random atlas bin (seed 20260702),
bg_1927,background,chrX,24673500,24673,uniform random atlas bin (seed 20260702),
bg_1928,background,chrX,30219500,30219,uniform random atlas bin (seed 20260702),
bg_1929,background,chrX,31042500,31042,uniform random atlas bin (seed 20260702),
bg_1930,background,chrX,32140500,32140,uniform random atlas bin (seed 20260702),
bg_1931,background,chrX,33376500,33376,uniform random atlas bin (seed 20260702),
bg_1932,background,chrX,35290500,35290,uniform random atlas bin (seed 20260702),
bg_1933,background,chrX,35454500,35454,uniform random atlas bin (seed 20260702),
bg_1934,background,chrX,36080500,36080,uniform random atlas bin (seed 20260702),
bg_1935,background,chrX,36390500,36390,uniform random atlas bin (seed 20260702),
bg_1936,background,chrX,39387500,39387,uniform random atlas bin (seed 20260702),
bg_1937,background,chrX,39391500,39391,uniform random atlas bin (seed 20260702),
bg_1938,background,chrX,41338500,41338,uniform random atlas bin (seed 20260702),
bg_1939,background,chrX,43442500,43442,uniform random atlas bin (seed 20260702),
bg_1940,background,chrX,44825500,44825,uniform random atlas bin (seed 20260702),
bg_1941,background,chrX,48970500,48970,uniform random atlas bin (seed 20260702),
bg_1942,background,chrX,52243500,52243,uniform random atlas bin (seed 20260702),
bg_1943,background,chrX,52620500,52620,uniform random atlas bin (seed 20260702),
bg_1944,background,chrX,57865500,57865,uniform random atlas bin (seed 20260702),
bg_1945,background,chrX,61851500,61851,uniform random atlas bin (seed 20260702),
bg_1946,background,chrX,63769500,63769,uniform random atlas bin (seed 20260702),
bg_1947,background,chrX,64789500,64789,uniform random atlas bin (seed 20260702),
bg_1948,background,chrX,65627500,65627,uniform random atlas bin (seed 20260702),
bg_1949,background,chrX,67000500,67000,uniform random atlas bin (seed 20260702),
bg_1950,background,chrX,67072500,67072,uniform random atlas bin (seed 20260702),
bg_1951,background,chrX,69239500,69239,uniform random atlas bin (seed 20260702),
bg_1952,background,chrX,71383500,71383,uniform random atlas bin (seed 20260702),
bg_1953,background,chrX,71637500,71637,uniform random atlas bin (seed 20260702),
bg_1954,background,chrX,73945500,73945,uniform random atlas bin (seed 20260702),
bg_1955,background,chrX,74543500,74543,uniform random atlas bin (seed 20260702),
bg_1956,background,chrX,79183500,79183,uniform random atlas bin (seed 20260702),
bg_1957,background,chrX,81811500,81811,uniform random atlas bin (seed 20260702),
bg_1958,background,chrX,82759500,82759,uniform random atlas bin (seed 20260702),
bg_1959,background,chrX,83123500,83123,uniform random atlas bin (seed 20260702),
bg_1960,background,chrX,85750500,85750,uniform random atlas bin (seed 20260702),
bg_1961,background,chrX,86719500,86719,uniform random atlas bin (seed 20260702),
bg_1962,background,chrX,86973500,86973,uniform random atlas bin (seed 20260702),
bg_1963,background,chrX,88472500,88472,uniform random atlas bin (seed 20260702),
bg_1964,background,chrX,89428500,89428,uniform random atlas bin (seed 20260702),
bg_1965,background,chrX,92990500,92990,uniform random atlas bin (seed 20260702),
bg_1966,background,chrX,94249500,94249,uniform random atlas bin (seed 20260702),
bg_1967,background,chrX,95934500,95934,uniform random atlas bin (seed 20260702),
bg_1968,background,chrX,96510500,96510,uniform random atlas bin (seed 20260702),
bg_1969,background,chrX,100823500,100823,uniform random atlas bin (seed 20260702),
bg_1970,background,chrX,105030500,105030,uniform random atlas bin (seed 20260702),
bg_1971,background,chrX,107927500,107927,uniform random atlas bin (seed 20260702),
bg_1972,background,chrX,109704500,109704,uniform random atlas bin (seed 20260702),
bg_1973,background,chrX,113098500,113098,uniform random atlas bin (seed 20260702),
bg_1974,background,chrX,113568500,113568,uniform random atlas bin (seed 20260702),
bg_1975,background,chrX,116032500,116032,uniform random atlas bin (seed 20260702),
bg_1976,background,chrX,117588500,117588,uniform random atlas bin (seed 20260702),
bg_1977,background,chrX,119114500,119114,uniform random atlas bin (seed 20260702),
bg_1978,background,chrX,119936500,119936,uniform random atlas bin (seed 20260702),
bg_1979,background,chrX,121635500,121635,uniform random atlas bin (seed 20260702),
bg_1980,background,chrX,122013500,122013,uniform random atlas bin (seed 20260702),
bg_1981,background,chrX,124052500,124052,uniform random atlas bin (seed 20260702),
bg_1982,background,chrX,126157500,126157,uniform random atlas bin (seed 20260702),
bg_1983,background,chrX,126935500,126935,uniform random atlas bin (seed 20260702),
bg_1984,background,chrX,128358500,128358,uniform random atlas bin (seed 20260702),
bg_1985,background,chrX,129793500,129793,uniform random atlas bin (seed 20260702),
bg_1986,background,chrX,130937500,130937,uniform random atlas bin (seed 20260702),
bg_1987,background,chrX,133952500,133952,uniform random atlas bin (seed 20260702),
bg_1988,background,chrX,137501500,137501,uniform random atlas bin (seed 20260702),
bg_1989,background,chrX,139045500,139045,uniform random atlas bin (seed 20260702),
bg_1990,background,chrX,139719500,139719,uniform random atlas bin (seed 20260702),
bg_1991,background,chrX,141128500,141128,uniform random atlas bin (seed 20260702),
bg_1992,background,chrX,142082500,142082,uniform random atlas bin (seed 20260702),
bg_1993,background,chrX,142413500,142413,uniform random atlas bin (seed 20260702),
bg_1994,background,chrX,143037500,143037,uniform random atlas bin (seed 20260702),
bg_1995,background,chrX,144426500,144426,uniform random atlas bin (seed 20260702),
bg_1996,background,chrX,145209500,145209,uniform random atlas bin (seed 20260702),
bg_1997,background,chrX,145348500,145348,uniform random atlas bin (seed 20260702),
bg_1998,background,chrX,149063500,149063,uniform random atlas bin (seed 20260702),
bg_1999,background,chrX,149539500,149539,uniform random atlas bin (seed 20260702),
